,ID,Name,Generation,Type 1,Type 2,Attack,Defense,Stamina,Max CP,Max HP,Height (m),Weight (kg),Base Capture Rate (%),Base Flee Rate (%),Distance to Candy (km),Image URL,Summary,About,Is Legendary
60,61,poliwhirl,1,Water,,130,123,163,1419,140,1.0,20.0,25.0,7.0,3,https://images.gameinfo.io/pokemon/256/061-00.png,"Poliwhirl is a Water Pokémon which evolves from Poliwag. It is vulnerable to Grass and Electric moves. Poliwhirl's strongest moveset is Bubble & Return and it has a Max CP of 1,419. Poliwhirl evolves into Poliwrath, Politoed.","The surface of Poliwhirl's body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.",False
61,62,poliwrath,1,Water,Fighting,182,184,207,2586,175,1.3,54.0,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/062-00.png,"Poliwrath is a Water & Fighting Pokémon which evolves from Poliwhirl. It is vulnerable to Fairy, Flying, Psychic, Electric and Grass moves. Poliwrath's strongest moveset is Bubble & Dynamic Punch and it has a Max CP of 2,586.",Its shining gold whiskers are advanced sensors that can detect vibrations from sounds several miles away.,False
62,63,abra,1,Psychic,,195,82,93,1342,85,0.9,19.5,50.0,99.0,3,https://images.gameinfo.io/pokemon/256/063-00.png,"Abra is a Psychic Pokémon. It is vulnerable to Bug, Dark and Ghost moves. Abra's strongest moveset is Zen Headbutt & Shadow Ball and it has a Max CP of 1,342. Abra evolves into Kadabra.","Abra sleeps for 18 hours a day. However, it can sense the presence of foes even while it is sleeping. In such a situation, this Pokémon immediately teleports to safety.",False
63,64,kadabra,1,Psychic,,232,117,120,2059,106,1.3,56.5,25.0,7.0,3,https://images.gameinfo.io/pokemon/256/064-00.png,"Kadabra is a Psychic Pokémon which evolves from Abra. It is vulnerable to Bug, Dark and Ghost moves. Kadabra's strongest moveset is Confusion & Shadow Ball and it has a Max CP of 2,059. Kadabra evolves into Alakazam.",A royal house that flourished in the distant past brought it here from another region. Meowth is both selfish and prideful.,False
64,65,alakazam,1,Psychic,,271,167,146,3057,127,1.5,48.0,10.0,5.0,3,https://images.gameinfo.io/pokemon/256/065-00.png,"Alakazam is a Psychic Pokémon which evolves from Kadabra. It is vulnerable to Bug, Dark and Ghost moves. Alakazam's strongest moveset is Confusion & Psychic and it has a Max CP of 3,057.","Alakazam's brain continually grows, making its head far too heavy to support with its neck. This Pokémon holds its head up using its psychokinetic power instead.",False
65,66,machop,1,Fighting,,137,82,172,1278,147,0.8,19.5,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/066-00.png,"Machop is a Fighting Pokémon. It is vulnerable to Fairy, Flying and Psychic moves. Machop's strongest moveset is Karate Chop & Cross Chop and it has a Max CP of 1,278. Machop evolves into Machoke.","Its round face is a symbol of wealth. Persian that have bigger, plumper faces are considered more beautiful.",False
66,67,machoke,1,Fighting,,177,125,190,2031,162,1.5,70.5,25.0,7.0,3,https://images.gameinfo.io/pokemon/256/067-00.png,"Machoke is a Fighting Pokémon which evolves from Machop. It is vulnerable to Fairy, Flying and Psychic moves. Machoke's strongest moveset is Karate Chop & Dynamic Punch and it has a Max CP of 2,031. Machoke evolves into Machamp.","Machoke's thoroughly toned muscles possess the hardness of steel. This Pokémon has so much strength, it can easily hold aloft a sumo wrestler on just one finger.",False
67,68,machamp,1,Fighting,,234,159,207,3056,175,1.6,130.0,10.0,5.0,3,https://images.gameinfo.io/pokemon/256/068-00.png,"Machamp is a Fighting Pokémon which evolves from Machoke. It is vulnerable to Fairy, Flying and Psychic moves. Machamp's strongest moveset is Counter & Dynamic Punch and it has a Max CP of 3,056.",Geodude compete against each other with headbutts. The iron sand on their heads will stick to whichever one has stronger magnetism.,False
68,69,bellsprout,1,Grass,Poison,139,61,137,1033,120,0.7,4.0,50.0,15.0,3,https://images.gameinfo.io/pokemon/256/069-00.png,"Bellsprout is a Grass & Poison Pokémon. It is vulnerable to Fire, Flying, Ice and Psychic moves. Bellsprout's strongest moveset is Vine Whip & Power Whip and it has a Max CP of 1,033. Bellsprout evolves into Weepinbell.","Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.",False
69,70,weepinbell,1,Grass,Poison,172,92,163,1611,140,1.0,6.4,25.0,7.0,3,https://images.gameinfo.io/pokemon/256/070-00.png,"Weepinbell is a Grass & Poison Pokémon which evolves from Bellsprout. It is vulnerable to Fire, Flying, Ice and Psychic moves. Weepinbell's strongest moveset is Acid & Power Whip and it has a Max CP of 1,611. Weepinbell evolves into Victreebel.",Graveler's entire body is tinged with electricity due to the stones it likes to eat. It's very quick-tempered.,False
70,71,victreebel,1,Grass,Poison,207,135,190,2431,162,1.7,15.5,12.5,5.0,3,https://images.gameinfo.io/pokemon/256/071-00.png,"Victreebel is a Grass & Poison Pokémon which evolves from Weepinbell. It is vulnerable to Fire, Flying, Ice and Psychic moves. Victreebel's strongest moveset is Razor Leaf & Solar Beam and it has a Max CP of 2,431.","Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.",False
71,72,tentacool,1,Water,Poison,97,149,120,1040,106,0.9,45.5,50.0,15.0,3,https://images.gameinfo.io/pokemon/256/072-00.png,"Tentacool is a Water & Poison Pokémon. It is vulnerable to Ground, Psychic and Electric moves. Tentacool's strongest moveset is Bubble & Bubble Beam and it has a Max CP of 1,040. Tentacool evolves into Tentacruel.",It shoots large rocks that are charged with electricity. Tremendous electric shocks are flung out across the whole area of impact.,False
72,73,tentacruel,1,Water,Poison,166,209,190,2422,162,1.6,55.0,20.0,7.0,3,https://images.gameinfo.io/pokemon/256/073-00.png,"Tentacruel is a Water & Poison Pokémon which evolves from Tentacool. It is vulnerable to Ground, Psychic and Electric moves. Tentacruel's strongest moveset is Poison Jab & Hydro Pump and it has a Max CP of 2,422.",Tentacruel has large red orbs on its head. The orbs glow before lashing the vicinity with a harsh ultrasonic blast. This Pokémon's outburst creates rough waves around it.,False
73,74,geodude,1,Rock,Ground,132,132,120,1293,106,0.4,20.0,50.0,10.0,1,https://images.gameinfo.io/pokemon/256/074-00.png,"Geodude is a Rock & Ground Pokémon. It is vulnerable to Water, Grass, Ground, Ice, Steel and Fighting moves. Geodude's strongest moveset is Rock Throw & Rock Slide and it has a Max CP of 1,293. Geodude evolves into Graveler.","Brought to Alola to solve the garbage problem, Grimer seems to relish any and all kinds of trash.",False
74,75,graveler,1,Rock,Ground,164,164,146,1897,127,1.0,105.0,25.0,7.0,1,https://images.gameinfo.io/pokemon/256/075-00.png,"Graveler is a Rock & Ground Pokémon which evolves from Geodude. It is vulnerable to Water, Grass, Ground, Ice, Steel and Fighting moves. Graveler's strongest moveset is Rock Throw & Rock Slide and it has a Max CP of 1,897. Graveler evolves into Golem.","Graveler grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This Pokémon eats its way through a ton of rocks on a daily basis.",False
75,76,golem,1,Rock,Ground,211,198,190,2949,162,1.4,300.0,12.5,5.0,1,https://images.gameinfo.io/pokemon/256/076-00.png,"Golem is a Rock & Ground Pokémon which evolves from Graveler. It is vulnerable to Water, Grass, Ground, Ice, Steel and Fighting moves. Golem's strongest moveset is Mud-Slap & Earthquake and it has a Max CP of 2,949.","What look like fangs and claws are actually crystallized poison that will afflict you at a mere touch, so don't get too close.",False
76,77,ponyta,1,Fire,,170,127,137,1697,120,1.0,30.0,40.0,10.0,3,https://images.gameinfo.io/pokemon/256/077-00.png,"Ponyta is a Fire Pokémon. It is vulnerable to Ground, Rock and Water moves. Ponyta's strongest moveset is Ember & Fire Blast and it has a Max CP of 1,697. Ponyta evolves into Rapidash.",Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.,False
77,78,rapidash,1,Fire,,207,162,163,2461,140,1.7,95.0,15.0,6.0,3,https://images.gameinfo.io/pokemon/256/078-00.png,"Rapidash is a Fire Pokémon which evolves from Ponyta. It is vulnerable to Ground, Rock and Water moves. Rapidash's strongest moveset is Fire Spin & Fire Blast and it has a Max CP of 2,461.","It swings its long neck like a whip and smacks its opponents. This makes Exeggutor itself dizzy, too.",False
78,79,slowpoke,1,Water,Psychic,109,98,207,1226,175,1.2,36.0,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/079-00.png,"Slowpoke is a Water & Psychic Pokémon. It is vulnerable to Ghost, Dark, Electric, Grass and Bug moves. Slowpoke's strongest moveset is Confusion & Psychic and it has a Max CP of 1,226. Slowpoke evolves into Slowbro, Slowking.","Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it's doing and often spends entire days just loafing at water's edge.",False
79,80,slowbro,1,Water,Psychic,177,180,216,2545,182,1.6,78.5,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/080-00.png,"Slowbro is a Water & Psychic Pokémon which evolves from Slowpoke. It is vulnerable to Ghost, Dark, Electric, Grass and Bug moves. Slowbro's strongest moveset is Confusion & Psychic and it has a Max CP of 2,545.","When it beats opponents with its bone, the cursed flames spread to them. No amount of water will stop those flames from burning.",False
80,81,magnemite,1,Electric,Steel,165,121,93,1362,85,0.3,6.0,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/081-00.png,"Magnemite is an Electric & Steel Pokémon. It is vulnerable to Ground, Fire and Fighting moves. Magnemite's strongest moveset is Thunder Shock & Thunderbolt and it has a Max CP of 1,362. Magnemite evolves into Magneton.","Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box.",False
81,82,magneton,1,Electric,Steel,223,169,137,2485,120,1.0,60.0,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/082-00.png,"Magneton is an Electric & Steel Pokémon which evolves from Magnemite. It is vulnerable to Ground, Fire and Fighting moves. Magneton's strongest moveset is Spark & Zap Cannon and it has a Max CP of 2,485. Magneton evolves into Magnezone.","Magneton emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this Pokémon.",False
82,83,farfetch'd,1,Normal,Flying,124,115,141,1236,123,0.8,15.0,30.0,9.0,3,https://images.gameinfo.io/pokemon/256/083-00.png,"Farfetch'd is a regional Normal & Flying Pokémon. It is vulnerable to Ice, Rock and Electric moves. Farfetch'd's strongest moveset is Air Slash & Leaf Blade and it has a Max CP of 1,236. This Pokémon is only found in Asia.","Farfetch'd is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks.",False
83,84,doduo,1,Normal,Flying,158,83,111,1200,99,1.4,39.2,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/084-00.png,"Doduo is a Normal & Flying Pokémon. It is vulnerable to Ice, Rock and Electric moves. Doduo's strongest moveset is Quick Attack & Drill Peck and it has a Max CP of 1,200. Doduo evolves into Dodrio.","Doduo's two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps.",False
84,85,dodrio,1,Normal,Flying,218,140,155,2362,134,1.8,85.2,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/085-00.png,"Dodrio is a Normal & Flying Pokémon which evolves from Doduo. It is vulnerable to Ice, Rock and Electric moves. Dodrio's strongest moveset is Steel Wing & Drill Peck and it has a Max CP of 2,362.",Watch out if Dodrio's three heads are looking in three separate directions. It's a sure sign that it is on its guard. Don't go near this Pokémon if it's being wary—it may decide to peck you.,False
85,86,seel,1,Water,,85,121,163,971,140,1.1,90.0,50.0,9.0,3,https://images.gameinfo.io/pokemon/256/086-00.png,Seel is a Water Pokémon. It is vulnerable to Grass and Electric moves. Seel's strongest moveset is Lick & Aqua Tail and it has a Max CP of 971. Seel evolves into Dewgong.,"Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",False
86,87,dewgong,1,Water,Ice,139,177,207,1985,175,1.7,120.0,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/087-00.png,"Dewgong is a Water & Ice Pokémon which evolves from Seel. It is vulnerable to Fighting, Rock, Electric and Grass moves. Dewgong's strongest moveset is Frost Breath & Blizzard and it has a Max CP of 1,985.",Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,False
87,88,grimer,1,Poison,,135,90,190,1374,162,0.9,30.0,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/088-00.png,"Grimer is a Poison Pokémon. It is vulnerable to Psychic and Ground moves. Grimer's strongest moveset is Poison Jab & Sludge Bomb and it has a Max CP of 1,374. Grimer evolves into Muk.","Grimer's sludgy and rubbery body can be forced through any opening, however small it may be. This Pokémon enters sewer pipes to drink filthy wastewater.",False
88,89,muk,1,Poison,,190,172,233,2757,195,1.2,30.0,20.0,6.0,3,https://images.gameinfo.io/pokemon/256/089-00.png,"Muk is a Poison Pokémon which evolves from Grimer. It is vulnerable to Psychic and Ground moves. Muk's strongest moveset is Poison Jab & Gunk Shot and it has a Max CP of 2,757.",From Muk's body seeps a foul fluid that gives off a nose-bendingly horrible stench. Just one drop of this Pokémon's body fluid can turn a pool stagnant and rancid.,False
89,90,shellder,1,Water,,116,134,102,1080,92,0.3,4.0,50.0,10.0,3,https://images.gameinfo.io/pokemon/256/090-00.png,"Shellder is a Water Pokémon. It is vulnerable to Grass and Electric moves. Shellder's strongest moveset is Tackle & Return and it has a Max CP of 1,080. Shellder evolves into Cloyster.","At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out.",False
